,sigla,prerrequisitos,relacion_prerreq_rest,restricciones,equivalencias
2372,EDU0312,No tiene,No tiene,No tiene,(EDU0307 o EFG1400 o EFG1500 o EFG2500)
2373,EDU0311,No tiene,No tiene,No tiene,(EFG1000)
2374,EDU0310,No tiene,No tiene,No tiene,(EFG1200)
2375,EDU0276,EDU0165 y EDU0160 y EDU0162 y EDU0161(c),y, (Programa = Edu Media Quimica),(EDU0267)
2376,EDU0277,EDU0276 o EDU0267,y, (Programa = Edu Media Quimica),(EDU0268)
2377,EDU0272,EDU0165 y EDU0160 y EDU0162 y EDU0161(c),y, (Programa = Edu Med Fisica),(EDU0257)
2378,EDU0275,EDU0274 o EDU0262,y, (Programa = Educ Med Cc Nn Y Bio),(EDU0263)
2379,EDU0274,EDU0165 y EDU0160 y EDU0162 y EDU0161(c),y, (Programa = Educ Med Cc Nn Y Bio),(EDU0262)
2380,EDU0273,EDU0272 o EDU0257,y, (Programa = Edu Med Fisica),(EDU0258)
2381,EDU0271,EDU0270 o EDU0252,y, (Programa = Edu Med Matematica),(EDU0253)
2382,EDU0270,EDU0165 y EDU0160 y EDU0162 y EDU0161(c),y, (Programa = Edu Med Matematica),(EDU0252)
2383,EDU0269,(EDU0266 y EDU0268) o (EDU0266 y EDU0277),No tiene,No tiene,(EDU0281)
2384,EDU0265,(EDU0165) y (EDU0160) y (EDU0162) y (EDU0161(c)),No tiene,No tiene,No tiene
2385,EDU0264,(EDU0261 y EDU0263) o (EDU0261 y EDU0275),No tiene,No tiene,No tiene
2386,EDU0260,(EDU0165) y (EDU0160) y (EDU0162) y (EDU0161(c)),No tiene,No tiene,No tiene
2387,EDU0259,(EDU0256(c) y EDU0258) o (EDU0256(c) y EDU0273),No tiene,No tiene,(EDU0279)
2388,EDU0255,(EDU0165 y EDU0160 y EDU0162 y EDU0258(c)) o (EDU0165 y EDU0160 y EDU0162 y EDU0273(c)),No tiene,No tiene,No tiene
2389,EDU0254,(EDU0251 y EDU0253) o (EDU0251 y EDU0271),No tiene,No tiene,(EDU0278)
2390,EDU0250,(EDU0165) y (EDU0160) y (EDU0162) y (EDU0161(c)),No tiene,No tiene,No tiene
2391,EDU024Q,No tiene,No tiene,No tiene,No tiene
2392,EDU024M,No tiene,No tiene,No tiene,No tiene
2393,EDU024F,No tiene,No tiene,No tiene,No tiene
2394,EDU024B,No tiene,No tiene,No tiene,No tiene
2395,EDU0181,No tiene,No tiene, (Carrera = Formacion Pedagogica),No tiene
2396,EDU0180,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
2397,EDU0179,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
2398,EDU0178,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
2399,EDU0177,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
2400,EDU0176,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
2401,EDU0171,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
2402,EDU0175,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
2403,EDU0172,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
2404,EDU0173,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
2405,EDU0174,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
2406,EDU0170,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
2407,EDU0166,No tiene,No tiene,No tiene,(EDU0320)
2408,EDU0165,No tiene,No tiene,No tiene,No tiene
2409,EDU0163,No tiene,No tiene,No tiene,No tiene
2410,EDU0162,No tiene,No tiene,No tiene,No tiene
2411,EDU0160,No tiene,No tiene,No tiene,No tiene
2412,EDU0161,No tiene,No tiene,No tiene,No tiene
2413,EDU0164,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
2414,EDU011R,EDU010R o EDU020R,y, (Programa = Ped Relig Catolica),(EDU022R)
2415,EDU009R,(EDU403R(c)),y, (Programa = Ped Relig Catolica),(EDU018R)
2416,EDU007R,(EDU201R),y, (Programa = Ped Relig Catolica),(EDU015R)
2417,EDU006R,EDU005R o EDU019R,y, (Programa = Ped Relig Catolica),(EDU021R)
2418,EDU004R,(EDU401R(c)),y, (Programa = Ped Relig Catolica),(EDU017R)
2419,EDU0038,No tiene,No tiene,No tiene,No tiene
2420,EDU0037,(ACO256E) y (EDU0035) y (EDU008) y (EDU0036(c)) y (EDU0452) y (EDU0462),No tiene,No tiene,No tiene
2421,EDU0036,EDU0425 y EDU0435 y EDU0436 y EDU0443,No tiene,No tiene,No tiene
2422,EDU0034,(EDU0030) y (EDU0031) y (EDU0032) y (EDU0033(c)) y (EDU0452) y (EDU0462),No tiene,No tiene,No tiene
2423,EDU0033,No tiene,No tiene,No tiene,No tiene
2424,EDU0031,(EDU0433 y EDU0030(c)) o (EPA5550 y EDU0030(c)),No tiene,No tiene,No tiene
2425,EDU0030,EDU0437 o EPA5450,No tiene,No tiene,No tiene
2426,EDU0027,No tiene,No tiene,No tiene,No tiene
2427,EDU002R,(EDU201R),y, (Programa = Ped Relig Catolica),(EDU014R)
2428,EDU0025,No tiene,No tiene,No tiene,No tiene
2429,EDU0028,(EDU0025) y (EDU0026) y (VIL604) y (EDU0027(c)) y (EDU0452) y (EDU0462),No tiene,No tiene,No tiene
2430,EDU0016,No tiene,No tiene,No tiene,No tiene
2431,EDU0015,(EDU0014),No tiene,No tiene,No tiene
2432,EDU0014,No tiene,No tiene,No tiene,No tiene
2433,EDU0011,No tiene,No tiene,No tiene,No tiene
2434,EDU0012,(FON101 y PSI1101),No tiene,No tiene,No tiene
2435,ECM470B,EDU0264(c),No tiene,No tiene,(BIO270P o ECM370B)
2436,ECM451Q,EDU0269(c) o EDU0281(c),No tiene,No tiene,(ECM450Q o QIM450P)
2437,ECM410F,EDU0259(c) o EDU0279(c),No tiene,No tiene,(ECM411F o FIZ411E)
2438,ECM409M,EDU0254(c) o EDU0278(c),No tiene,No tiene,(ECM208M o MAT2086)
2439,ECM400Q,QUO1112,No tiene,No tiene,(QIM400P)
2440,ECM311F,(FIZ0211 y ECM221F) o (FIZ0211 y FIZ221E),No tiene,No tiene,(FIZ311E)
2441,ECM285A,No tiene,No tiene,No tiene,No tiene
2442,ECM301Q,QIM106A y QIM150 y QIM200,No tiene,No tiene,(QIM301P)
2443,ECM275B,BIO110C y BIO151E y BIO152C,No tiene,No tiene,(BIO275P)
2444,ECM245B,BIO110C y BIO151E y BIO152C,No tiene,No tiene,(BIO245P)
2445,ECM221F,FIZ0121,No tiene,No tiene,(FIZ221E)
2446,ECM201Q,No tiene,No tiene,(Creditos >= 100),(QIM201P)
2447,EMS3000,No tiene,No tiene,No tiene,No tiene
2448,EAP3001,EAP3000 o EAP3010,y, (Programa = Mag Direcc Estrateg),(EAP3011)
2449,EAP3000,No tiene,No tiene,No tiene,(EAP3010)
2450,EAM600,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2451,EAM595,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2452,EAM596,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2453,EAM598,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2454,EAM612,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2455,EAM591,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2456,EAM593,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2457,EAM585,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2458,EAM584,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2459,EAM583,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2460,EAM573,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2461,EAM574,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2462,EAM577,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2463,EAM566,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2464,EAM565,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2465,EAM563,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2466,EAM561,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2467,EAM559,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2468,EAM558,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2469,EAM557,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2470,EAM549,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2471,EAM544,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2472,EAM543,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2473,EAM538,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2474,EAM516,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2475,EAM511,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2476,EAM506,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2477,EAM495,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2478,EAM493,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2479,EAM504,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2480,EAM482,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2481,EAM489,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2482,EAM470,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2483,EAM471,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2484,EAM469,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2485,EAM467,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2486,EAM461,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2487,EAM457,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2488,EAM459,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2489,EAM446,No tiene,No tiene,No tiene,(EAM382 o EAM401)
2490,EAM450,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2491,EAM444,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
2492,EAM442,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),(EAM360)
2493,EAM443,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),(EAM322)
2494,EAM441,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
