sigla,Prerrequisitos,Relación entre prerrequisitos y restricciones,Restricciones,Equivalencias
EDU0269,(EDU0266 y EDU0268) o (EDU0266 y EDU0277),No tiene,No tiene,(EDU0281)
EDU0265,(EDU0165) y (EDU0160) y (EDU0162) y (EDU0161(c)),No tiene,No tiene,No tiene
EDU0264,(EDU0261 y EDU0263) o (EDU0261 y EDU0275),No tiene,No tiene,No tiene
EDU0260,(EDU0165) y (EDU0160) y (EDU0162) y (EDU0161(c)),No tiene,No tiene,No tiene
EDU0259,(EDU0256(c) y EDU0258) o (EDU0256(c) y EDU0273),No tiene,No tiene,(EDU0279)
EDU0255,(EDU0165 y EDU0160 y EDU0162 y EDU0258(c)) o (EDU0165 y EDU0160 y EDU0162 y EDU0273(c)),No tiene,No tiene,No tiene
EDU0254,(EDU0251 y EDU0253) o (EDU0251 y EDU0271),No tiene,No tiene,(EDU0278)
EDU0250,(EDU0165) y (EDU0160) y (EDU0162) y (EDU0161(c)),No tiene,No tiene,No tiene
EDU024Q,No tiene,No tiene,No tiene,No tiene
EDU024M,No tiene,No tiene,No tiene,No tiene
EDU024F,No tiene,No tiene,No tiene,No tiene
EDU024B,No tiene,No tiene,No tiene,No tiene
EDU0181,No tiene,No tiene, (Carrera = Formacion Pedagogica),No tiene
EDU0180,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
EDU0179,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
EDU0178,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
EDU0177,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
EDU0176,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
EDU0171,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
EDU0175,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
EDU0172,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
EDU0173,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
EDU0174,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
EDU0170,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
EDU0166,No tiene,No tiene,No tiene,(EDU0320)
EDU0165,No tiene,No tiene,No tiene,No tiene
EDU0163,No tiene,No tiene,No tiene,No tiene
EDU0162,No tiene,No tiene,No tiene,No tiene
EDU0160,No tiene,No tiene,No tiene,No tiene
EDU0161,No tiene,No tiene,No tiene,No tiene
EDU0164,No tiene,No tiene, (Programa = Formacion Pedagogica),No tiene
EDU011R,EDU010R o EDU020R,y, (Programa = Ped Relig Catolica),(EDU022R)
EDU009R,(EDU403R(c)),y, (Programa = Ped Relig Catolica),(EDU018R)
EDU007R,(EDU201R),y, (Programa = Ped Relig Catolica),(EDU015R)
EDU006R,EDU005R o EDU019R,y, (Programa = Ped Relig Catolica),(EDU021R)
EDU004R,(EDU401R(c)),y, (Programa = Ped Relig Catolica),(EDU017R)
EDU0038,No tiene,No tiene,No tiene,No tiene
EDU0037,(ACO256E) y (EDU0035) y (EDU008) y (EDU0036(c)) y (EDU0452) y (EDU0462),No tiene,No tiene,No tiene
EDU0036,EDU0425 y EDU0435 y EDU0436 y EDU0443,No tiene,No tiene,No tiene
EDU0034,(EDU0030) y (EDU0031) y (EDU0032) y (EDU0033(c)) y (EDU0452) y (EDU0462),No tiene,No tiene,No tiene
EDU0033,No tiene,No tiene,No tiene,No tiene
EDU0031,(EDU0433 y EDU0030(c)) o (EPA5550 y EDU0030(c)),No tiene,No tiene,No tiene
EDU0030,EDU0437 o EPA5450,No tiene,No tiene,No tiene
EDU0027,No tiene,No tiene,No tiene,No tiene
EDU002R,(EDU201R),y, (Programa = Ped Relig Catolica),(EDU014R)
EDU0025,No tiene,No tiene,No tiene,No tiene
EDU0028,(EDU0025) y (EDU0026) y (VIL604) y (EDU0027(c)) y (EDU0452) y (EDU0462),No tiene,No tiene,No tiene
EDU0016,No tiene,No tiene,No tiene,No tiene
EDU0015,(EDU0014),No tiene,No tiene,No tiene
EDU0014,No tiene,No tiene,No tiene,No tiene
EDU0011,No tiene,No tiene,No tiene,No tiene
EDU0012,(FON101 y PSI1101),No tiene,No tiene,No tiene
ECM470B,EDU0264(c),No tiene,No tiene,(BIO270P o ECM370B)
ECM451Q,EDU0269(c) o EDU0281(c),No tiene,No tiene,(ECM450Q o QIM450P)
ECM410F,EDU0259(c) o EDU0279(c),No tiene,No tiene,(ECM411F o FIZ411E)
ECM409M,EDU0254(c) o EDU0278(c),No tiene,No tiene,(ECM208M o MAT2086)
ECM400Q,QUO1112,No tiene,No tiene,(QIM400P)
ECM311F,(FIZ0211 y ECM221F) o (FIZ0211 y FIZ221E),No tiene,No tiene,(FIZ311E)
ECM285A,No tiene,No tiene,No tiene,No tiene
ECM301Q,QIM106A y QIM150 y QIM200,No tiene,No tiene,(QIM301P)
ECM275B,BIO110C y BIO151E y BIO152C,No tiene,No tiene,(BIO275P)
ECM245B,BIO110C y BIO151E y BIO152C,No tiene,No tiene,(BIO245P)
ECM221F,FIZ0121,No tiene,No tiene,(FIZ221E)
ECM201Q,No tiene,No tiene,(Creditos >= 100),(QIM201P)
EMS3000,No tiene,No tiene,No tiene,No tiene
EAP3001,EAP3000 o EAP3010,y, (Programa = Mag Direcc Estrateg),(EAP3011)
EAP3000,No tiene,No tiene,No tiene,(EAP3010)
EAM600,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM595,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM596,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM598,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM612,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM591,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM593,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM585,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM584,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM583,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM573,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM574,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM577,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM566,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM565,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM563,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM561,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM559,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM558,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM557,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM549,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM544,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM543,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM538,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM516,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM511,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM506,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM495,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM493,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM504,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM482,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM489,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM470,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM471,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM469,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM467,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM461,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM457,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM459,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM446,No tiene,No tiene,No tiene,(EAM382 o EAM401)
EAM450,No tiene,No tiene, ((Programa = Prov. Conv. Bilater.) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM444,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM442,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),(EAM360)
EAM443,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),(EAM322)
EAM441,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),No tiene
EAM438,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),(EAM320)
EAM437,No tiene,No tiene, ((Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Empresas Exe) o (Programa = Mag Adm Intern-Chile) o (Programa = Mag Adm Emp Inte-Chi) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag Adm Empresas Ace) o (Programa = Mag-Adm-Empresas-Ace) o (Programa = Mag Adm Empresas Ace)),(EAE305)
EAM436,No tiene,No tiene,No tiene,(EAE304)
EAM435,No tiene,No tiene,No tiene,(EAM302)
EAM432,No tiene,No tiene, ((Carrera = Mag Adm Empresas Exe) o (Carrera = Mag Adm Empresas Ace) o (Carrera = Mag Adm Empresas Dob) o (Carrera = Mag Adm Intern-Chile) o (Carrera = Mag_Adm_Empresas_Ace) o (Carrera = Mag Adm Empresas_Pti) o (Carrera = Mag_Adm_Empresas_Eje) o (Carrera = Mag-Adm-Empresas-Ace)),No tiene
